  121  POKARNA.NS               912.00     892.25     888.98   +2.21%   +2.59%   5.05%       B BULL_FLAG                63.0  12.93
  122  ARVIND.NS                384.10     375.78     367.42   +2.21%   +4.54%   3.87%      A+ BREAKOUT                 80.0  34.61
  123  STARHEALTH.NS            477.90     467.48     464.18   +2.23%   +2.96%   3.13%       A BULL_FLAG                74.0  18.94
  124  DLINKINDIA.NS            421.60     412.38     406.78   +2.24%   +3.64%   3.50%       A BULL_FLAG                66.0   6.94
  125  FILATEX.NS                43.76      42.79      42.21   +2.26%   +3.67%   5.12%       A BULL_FLAG                76.0   5.39
  126  PAR.NS                    91.12      89.09      88.66   +2.28%   +2.78%   5.09%      A+ BULL_FLAG                81.0   2.42
  127  JSL.NS                   765.20     748.09     741.37   +2.29%   +3.21%   3.64%       A BREAKOUT                 73.0  11.64
  128  YASHO.NS                1480.90    1447.57    1433.60   +2.30%   +3.30%   5.78%      A+ BULL_FLAG                82.0   9.56
  129  EIFFL.NS                 241.67     236.24     233.89   +2.30%   +3.33%   4.59%      A+ BULL_FLAG                89.0  13.94
  130  STAR.NS                 1002.00     979.30     953.05   +2.32%   +5.14%   3.54%       A BREAKOUT                 73.0  28.37
  131  ATL.NS                    24.29      23.74      23.38   +2.33%   +3.91%   6.51%       A BULL_FLAG                78.0  -7.23
  132  FCL.NS                    22.95      22.43      22.21   +2.33%   +3.34%   4.65%       A BULL_FLAG                66.0   5.49
  133  ATLANTAA.NS               40.21      39.27      38.53   +2.38%   +4.35%   7.10%       A BULL_FLAG                71.0   7.62
  134  FINEORG.NS              4561.20    4455.17    4388.96   +2.38%   +3.92%   3.44%      A+ BREAKOUT                 80.0  16.55
  135  NILKAMAL.NS             1276.00    1246.24    1243.78   +2.39%   +2.59%   5.18%       A BULL_FLAG                73.0   -3.7
  136  5PAISA.NS                300.85     293.81     293.03   +2.40%   +2.67%   5.26%      A+ BULL_FLAG                85.0  -7.44
  137  ASHIANA.NS               320.40     312.89     309.77   +2.40%   +3.43%   4.69%      A+ BREAKOUT                 83.0  21.08
  138  CIEINDIA.NS              483.60     472.25     466.05   +2.40%   +3.77%   3.85%       A BREAKOUT                 65.0  25.05
  139  GPIL.NS                  289.10     282.30     275.26   +2.41%   +5.03%   3.91%       A BULL_FLAG                72.0  28.25
  140  SANATHAN.NS              427.80     417.69     410.16   +2.42%   +4.30%   5.28%       B BULL_FLAG                60.0   6.31
  141  WONDERLA.NS              543.30     530.37     521.80   +2.44%   +4.12%   3.79%       A BULL_FLAG                76.0   4.64
  142  MEGASTAR.NS              277.35     270.72     261.56   +2.45%   +6.04%   3.47%       D MEAN_REVERSION           58.4  37.73
  143  FIEMIND.NS              2164.90    2112.82    2093.57   +2.47%   +3.41%   3.72%       A BREAKOUT                 73.0  22.67
  144  KEI.NS                  4458.70    4351.38    4339.50   +2.47%   +2.75%   3.67%       B MEAN_REVERSION           59.0  23.62
  145  EMCURE.NS               1630.40    1591.02    1563.45   +2.48%   +4.28%   4.20%       A BULL_FLAG                66.0   29.9
  146  LIBERTSHOE.NS            259.16     252.88     248.49   +2.49%   +4.29%   6.57%      A+ BULL_FLAG                92.0  -4.55
  147  BAYERCROP.NS            4893.00    4772.53    4703.22   +2.52%   +4.04%   3.36%       A BULL_FLAG                67.0  10.88
  148  HINDCOPPER.NS            527.05     514.05     511.91   +2.53%   +2.96%   4.75%      A+ BULL_FLAG                85.0  52.44
  149  NATCOPHARM.NS           1091.80    1064.87    1029.95   +2.53%   +6.00%   3.89%       A BULL_FLAG                72.0  38.38
  150  UMIYA-MRO.NS              83.00      80.94      80.33   +2.54%   +3.32%   7.62%       B BULL_FLAG                58.0   3.97
  151  ALLDIGI.NS               820.45     800.02     788.01   +2.55%   +4.12%   4.98%       A BULL_FLAG                72.0   4.35
  152  GLOSTERLTD.NS            580.00     565.56     556.48   +2.55%   +4.23%   4.03%      A+ BULL_FLAG                82.0    0.9
  153  GANDHITUBE.NS            856.55     835.17     825.17   +2.56%   +3.80%   3.52%       A BREAKOUT                 77.0  20.46
  154  SUMEETINDS.NS             30.56      29.79      29.38   +2.59%   +4.02%   5.60%      A+ BULL_FLAG                98.0  15.83
  155  HARRMALAYA.NS            190.08     185.29     181.67   +2.59%   +4.63%   5.10%      A+ BULL_FLAG                87.0  12.08
  156  HINDALCO.NS              978.25     953.58     937.53   +2.59%   +4.34%   3.05%       A BREAKOUT                 73.0  30.71
  157  GABRIEL.NS               927.65     904.11     895.92   +2.60%   +3.54%   4.09%       A BULL_FLAG                71.0   7.06
  158  KIOCL.NS                 357.05     347.93     340.80   +2.62%   +4.77%   5.75%      A+ BULL_FLAG                87.0   5.02
  159  NORTHARC.NS              237.60     231.51     230.66   +2.63%   +3.01%   4.76%       A BULL_FLAG                79.0   8.84
  160  REPCOHOME.NS             386.25     376.36     372.92   +2.63%   +3.57%   4.10%       A BULL_FLAG                72.0   7.93
  161  HDFCAMC.NS              2546.10    2480.90    2463.23   +2.63%   +3.36%   3.36%       A BREAKOUT                 66.0  13.42
  162  NYKAA.NS                 259.34     252.68     250.49   +2.64%   +3.53%   3.08%       A BREAKOUT                 65.0  19.19
  163  PYRAMID.NS               153.60     149.64     148.00   +2.65%   +3.78%   4.38%      A+ BULL_FLAG                81.0   3.81
  164  SAGILITY.NS               42.98      41.87      41.36   +2.65%   +3.91%   4.21%       A BULL_FLAG                74.0  -1.37
  165  HINDZINC.NS              562.55     548.02     546.86   +2.65%   +2.87%   3.07%       A BULL_FLAG                73.0   12.6
  166  ATALREAL.NS               24.95      24.30      23.92   +2.66%   +4.31%   5.19%       A BREAKOUT                 73.0   27.1
  167  SHYAMMETL.NS             843.00     821.14     812.63   +2.66%   +3.74%   3.65%      A+ BULL_FLAG                80.0   4.74
  168  NIVABUPA.NS               75.24      73.29      72.76   +2.66%   +3.41%   3.52%       A BULL_FLAG                73.0   5.54
  169  GPTINFRA.NS              111.44     108.54     107.85   +2.67%   +3.33%   4.54%       A BULL_FLAG                66.0   7.19
  170  SANDHAR.NS               493.25     480.40     479.63   +2.67%   +2.84%   3.93%       B BULL_FLAG                63.0  10.29
  171  DMART.NS                4448.00    4331.70    4189.01   +2.68%   +6.18%   3.33%       A BULL_FLAG                79.0  21.94
  172  GOODLUCK.NS             1101.00    1072.08    1062.42   +2.70%   +3.63%   4.08%       B BREAKOUT                 58.0  16.33
  173  CRAFTSMAN.NS            7398.50    7201.10    7156.97   +2.74%   +3.37%   4.07%       B MEAN_REVERSION           55.0  20.32
  174  MAHABANK.NS               70.14      68.27      67.26   +2.74%   +4.28%   3.67%       A BREAKOUT                 65.0  32.85
  175  CENTEXT.NS                20.35      19.81      19.55   +2.75%   +4.11%   5.97%       A BULL_FLAG                74.0   5.55
  176  INDBANK.NS                33.29      32.40      32.27   +2.75%   +3.17%   4.63%       B BULL_FLAG                53.0  10.28
  177  KRONOX.NS                129.76     126.27     121.61   +2.76%   +6.70%   7.23%      A+ BULL_FLAG                82.0   0.99
  178  NGLFINE.NS              2322.00    2259.74    2233.92   +2.76%   +3.94%   6.27%       B BULL_FLAG                61.0  81.43
  179  PGIL.NS                 1555.00    1512.97    1501.76   +2.78%   +3.54%   4.21%      A+ BULL_FLAG                84.0  17.35
  180  LTF.NS                   274.04     266.62     265.22   +2.78%   +3.33%   3.37%       B MEAN_REVERSION           60.0  21.94
  181  BHARATFORG.NS           1801.30    1752.47    1742.67   +2.79%   +3.36%   3.59%      A+ BREAKOUT_PULLBACK        81.0  45.96
  182  AVTNPL.NS                 62.77      61.06      60.54   +2.80%   +3.69%   4.68%      A+ BULL_FLAG                87.0   5.42
  183  ENTERO.NS               1239.40    1205.55    1177.27   +2.81%   +5.28%   4.57%      A+ BREAKOUT_PULLBACK       102.0  17.15
  184  NETWEB.NS               3385.40    3292.26    3277.06   +2.83%   +3.31%   3.39%       A BREAKOUT                 65.0  28.42
  185  CUMMINSIND.NS           4991.40    4854.22    4767.74   +2.83%   +4.69%   3.23%       C MEAN_REVERSION           61.2  44.72
  186  MANORG.NS                426.55     414.62     409.80   +2.88%   +4.09%   5.27%       A BULL_FLAG                69.0   0.48
  187  CCCL.NS                   16.04      15.59      15.40   +2.89%   +4.15%   5.97%       A BULL_FLAG                69.0  -6.02
  188  GMDCLTD.NS               614.60     597.33     584.50   +2.89%   +5.15%   4.04%      A+ BULL_FLAG                92.0   32.7
  189  KINGFA.NS               4411.90    4288.01    4233.65   +2.89%   +4.21%   3.26%       A BREAKOUT                 65.0  17.47
  190  DELHIVERY.NS             465.30     452.25     440.99   +2.89%   +5.51%   3.16%      A+ BREAKOUT                 80.0  35.12
  191  IFBAGRO.NS               846.05     822.22     807.53   +2.90%   +4.77%   4.64%       B BULL_FLAG                58.0   3.37
  192  KMSUGAR.NS                27.61      26.83      26.26   +2.91%   +5.15%   4.04%       D MEAN_REVERSION           46.2   9.77
  193  TIINDIA.NS              2754.00    2676.02    2633.37   +2.91%   +4.58%   3.61%       B BREAKOUT                 58.0   9.81
  194  ORIENTCER.NS              40.83      39.67      38.95   +2.92%   +4.83%   6.96%      A+ BULL_FLAG                86.0   6.91
  195  VASWANI.NS                56.02      54.43      54.11   +2.92%   +3.53%   5.00%       A BULL_FLAG                74.0  18.01
  196  TIPSMUSIC.NS             550.20     534.60     528.61   +2.92%   +4.09%   3.93%       A BULL_FLAG                74.0   3.71
  197  KIRLOSENG.NS            1485.00    1442.49    1421.65   +2.95%   +4.46%   4.34%       A BULL_FLAG                66.0  58.13
  198  LOTUSEYE.NS              110.00     106.83     106.76   +2.96%   +3.03%   4.85%       A BULL_FLAG                78.0   13.7
  199  DCBBANK.NS               184.95     179.63     177.13   +2.96%   +4.42%   4.32%      A+ BREAKOUT                 80.0  38.27
  200  MAGNUM.NS                 21.62      20.99      20.42   +2.99%   +5.87%   7.58%      A+ BULL_FLAG                84.0   3.42
  201  OMAXAUTO.NS              106.77     103.67     102.43   +2.99%   +4.24%   5.15%      A+ BULL_FLAG                81.0  10.21
  202  PRAJIND.NS               346.70     336.64     328.80   +2.99%   +5.45%   4.25%      A+ BREAKOUT_PULLBACK        97.0   3.27
  203  AERONEU.NS                80.42      78.08      75.43   +3.00%   +6.62%   6.60%      A+ BREAKOUT_PULLBACK        92.0  11.08
  204  IFCI.NS                   56.68      55.02      54.66   +3.01%   +3.70%   4.46%       A BREAKOUT                 65.0  19.06
  205  BHAGERIA.NS              157.67     153.03     150.49   +3.03%   +4.77%   5.23%      A+ BULL_FLAG                81.0   2.54
  206  NAZARA.NS                253.00     245.50     244.34   +3.06%   +3.55%   5.38%       B BULL_FLAG                64.0    1.9
  207  PARKHOSPS.NS             210.54     204.25     200.16   +3.08%   +5.19%   5.13%       D MEAN_REVERSION           50.8  29.89
  208  SEAMECLTD.NS            1539.30    1493.33    1448.97   +3.08%   +6.23%   5.04%      A+ BREAKOUT_PULLBACK       102.0   60.3
  209  GUFICBIO.NS              307.15     297.92     293.96   +3.10%   +4.49%   4.83%       A BULL_FLAG                71.0   -1.5
  210  KPIL.NS                 1170.90    1135.27    1120.41   +3.14%   +4.51%   4.03%       B BREAKOUT                 58.0  10.92
  211  VHL.NS                  3387.90    3284.65    3240.13   +3.14%   +4.56%   4.00%       A BULL_FLAG                67.0   0.29
  212  REDTAPE.NS               123.03     119.27     118.25   +3.16%   +4.05%   4.49%       B BULL_FLAG                58.0   2.66
  213  LT.NS                   3954.30    3833.18    3786.19   +3.16%   +4.44%   3.12%       A BREAKOUT                 65.0   12.5
  214  EDELWEISS.NS             115.51     111.93     110.40   +3.20%   +4.63%   3.79%       A BREAKOUT                 73.0  18.02
  215  WELSPUNLIV.NS            124.30     120.40     119.32   +3.24%   +4.18%   4.22%       A BULL_FLAG                79.0   6.64
  216  RAINBOW.NS              1270.20    1230.04    1205.03   +3.26%   +5.41%   3.69%       A BREAKOUT_PULLBACK        76.0   3.15
  217  APCOTEXIND.NS            378.00     366.00     360.52   +3.28%   +4.85%   4.70%       A BULL_FLAG                76.0  14.18
  218  BELRISE.NS               204.42     197.92     193.49   +3.28%   +5.65%   3.82%       D MEAN_REVERSION           49.9  23.47
  219  PNBHOUSING.NS            863.65     836.25     821.09   +3.28%   +5.18%   3.49%       A BREAKOUT                 73.0   1.83
  220  ELGIEQUIP.NS             515.65     499.29     494.48   +3.28%   +4.28%   3.31%       A BULL_FLAG                77.0  16.09
  221  CREST.NS                 348.05     336.95     334.23   +3.29%   +4.14%   5.51%       A BULL_FLAG                67.0   0.84
