nse_ticker,company_name,macro,sector,industry,basic_industry,themes
STERTOOLS,Sterling Tools Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
STFC,,,,,,
STLNETWORK,STL Networks Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
STLTECH,Sterlite Technologies Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,new_age_tech;data_center
STOVEKRAFT,Stove Kraft Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
STRIDES,,,,,,
STUDDS,Studds Accessories Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
STYL,Seshaasai Technologies Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),new_age_tech
STYLAMIND,Stylam Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,discretionary
STYLEBAAZA,Baazar Style Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,discretionary
STYRENIX,Styrenix Performance Materials Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
SUBEX,Subex Limited,IT,IT,SOFTWARE,SOFTWARE - TELECOM,
SUBEXLTD,Subex Limited,Information Technology,Information Technology,IT - Software,Software Products,
SUBROS,Subros Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,ev;capex
SUDARCOLOR,Sudarshan Colorants India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
SUDARSCHEM,Sudarshan Chemical Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
SUDEEPPHRM,Sudeep Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SUGARIND,,,,,,
SUKHJITS,Sukhjit Starch & Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
SULA,Sula Vineyards Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
SULAVIN,,,,,,
SUMEETINDS,Sumeet Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SUMICHEM,Sumitomo Chemical India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
SUMIT,Sumit Woods Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SUMMITSEC,Summit Securities Limited,Financial Services,Financial Services,Finance,Investment Company,
SUNCLAY,Sundaram Clayton Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SUNDARAM,Sundaram Multi Pap Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SUNDRMFAST,Sundram Fasteners Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SUNDROP,Sundrop Brands Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
SUNFLAG,Sunflag Iron And Steel Company Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SUNTECK,Sunteck Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SUNTECKINS,,,,,,
SUNTECKREAL,,,,,,
SUNTV,Sun TV Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,
SUPERHOUSE,Superhouse Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,discretionary
SUPERSPIN,Super Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SUPRAGRI,,,,,,
SUPRAJIT,Suprajit Engineering Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SUPREME,Supreme Holdings & Hospitality (India) Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SUPREMEIND,Supreme Industries Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
SUPRIYA,Supriya Lifescience Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SURAJEST,Suraj Estate Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,ev;realty
SURAJLTD,Suraj Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SURAKSHA,Suraksha Diagnostic Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,hospitals
SURANASOL,Surana Solar Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,renewables;capex
SURANAT&P,Surana Telecom and Power Limited,Utilities,Power,Power,Power Generation,
SURYA,,,,,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SURYAROSNI,Surya Roshni Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank,small_fin_banks
SUTLEJ,,,,,,
SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SUTURA,,,,,,
SUVEN,Suven Life Sciences Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,hospitals
SUVENPHAR,,,,,,cdmo_pharma
SUVENPHARM,,,,,,
SUVIDHAA,Suvidhaa Infoserve Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
SUVRDP,,,,,,
SUYOG,Suyog Telematics Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
SUZLON,Suzlon Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,renewables;capex
SVLL,Shree Vasu Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
SWANCORP,SWAN CORP LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,specialty_chem
SWARAJENG,Swaraj Engines Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,
SWELECTES,Swelect Energy Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,renewables;capex
SWIGGY,Swiggy Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,discretionary;new_age_tech
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Industrials,Construction,Construction,Civil Construction,renewables
SYMPHONY,Symphony Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SYNGENE,Syngene International Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,cdmo_pharma;hospitals
SYRMA,Syrma SGS Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,semis;capex;new_age_tech
SYSTMTXC,Systematix Corporate Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
TAICHI,,,,,,
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
TALBROAUTO,Talbros Automotive Components Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
TANLA,Tanla Platforms Limited,Information Technology,Information Technology,IT - Software,Software Products,new_age_tech
TARA,,,,,,
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
TARAPUR,Tarapur Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
TARC,TARC Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
TARIL,Transformers And Rectifiers (India) Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
TARSONS,Tarsons Products Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,
TASTY,,,,,,
TASTYBITE,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
TATACAP,Tata Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
TATACHEM,Tata Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
TATACHEMICAL,,,,,,
TATACOFFEE,Tata Coffee Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,fmcg_staples
TATACOMM,Tata Communications Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,fmcg_staples
TATAELXSI,Tata Elxsi Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
TATAHOUSING,,,,,,
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Financial Services,Finance,Investment Company,
TATAMET,,,,,,
TATAMETALI,Tata Metaliks Limited,Commodities,Metals & Mining,Ferrous Metals,Pig Iron,metals
TATAMOTOR,,,,,,
TATAMOTORS,,,,,,ev
TATAMOTR,,,,,,
TATAPOWER,Tata Power Company Limited,Utilities,Power,Power,Integrated Power Utilities,ev;renewables
TATASKY,,,,,,
TATASTEEL,Tata Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,metals
TATATECH,Tata Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
TATVA,Tatva Chintan Pharma Chem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
TBOTECH,,,,,,
TBOTEK,TBO Tek Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,discretionary;new_age_tech
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
TCC,TCC Concept Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,discretionary
TCI,Transport Corporation of India Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
TCIEXP,TCI Express Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
TCIL,,,,,,
TCPLPACK,TCPL Packaging Limited,Industrials,Capital Goods,Industrial Products,Packaging,
TCS,Tata Consultancy Services Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
TDPOWERSYS,TD Power Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
TEAMGTY,Team India Guaranty Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
TEAMLEASE,Teamlease Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
TECHM,Tech Mahindra Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
TECHNO,Techno Electric & Engineering Company Limited,MANUFACTURING,CONSTRUCTION,CONSTRUCTION PROJECT,ENGINEERING-DESIGNING-CONSTRUCTION,ev;new_age_tech
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Construction,Construction,Civil Construction,ev;new_age_tech
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
TEGA,Tega Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
TEJAS,,,,,,data_center
TEJASNET,Tejas Networks Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,
TEMBO,Tembo Global Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
TENNIND,Tenneco Clean Air India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
TERASOFT,Tera Software Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,railways
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Financial Services,Finance,Financial Institution,
TFL,Transwarranty Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
TGSOLS,,,,,,
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
THEINVEST,The Investment Trust Of India Limited,Financial Services,Financial Services,Finance,Other Financial Services,
THEJEWELS,,,,,,
THEJO,Thejo Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
THEMISMED,Themis Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
THERMAX,Thermax Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
THOMASCOOK,Thomas Cook  (India)  Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,discretionary
THOMASCOTT,Thomas Scott (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
THYROCARE,Thyrocare Technologies Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,hospitals;new_age_tech
TI,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
TICL,Twamev Construction and Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,ev
TIGERLOGS,Tiger Logistics (India) Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
TIGL,,,,,,
TIIL,Technocraft Industries (India) Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals;new_age_tech
TIINDIA,Tube Investments of India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
TIL,TIL Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,
TILIND,,,,,,
TIMETECHNO,Time Technoplast Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,new_age_tech
TIMKEN,Timken India Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,capex
TINNARUBR,Tinna Rubber and Infrastructure Limited,Industrials,Capital Goods,Industrial Products,Rubber,
