nse_ticker,company_name,macro,sector,industry,basic_industry,source
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Financial Services,Finance,Holding Company,nse_official
BAJAJINDEF,Indef Manufacturing Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
BAJEL,Bajel Projects Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
BAJFINANCE,Bajaj Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
BALAJIAM,,,,,,missing
BALAJITELE,Balaji Telefilms Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
BALAMINES,Balaji Amines Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
BALASORE,,,,,,missing
BALAXI,BALAXI PHARMACEUTICALS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BALKRISHNA,Balkrishna Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
BALKRISIND,Balkrishna Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
BALMLAWRIE,Balmer Lawrie & Company Limited,Diversified,Diversified,Diversified,Diversified,nse_official
BALPHARMA,Bal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BALRAMCHIN,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
BALUFORGE,Balu Forge Industries Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,nse_official
BANARBEADS,Banaras Beads Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
BANARISUG,Bannari Amman Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
BANCOINDIA,Banco Products (I) Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
BANDHANBNK,Bandhan Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,nse_official
BANG,Bang Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
BANKA,Banka BioLoo Limited,Industrials,Construction,Construction,Civil Construction,nse_official
BANKBARODA,Bank of Baroda,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
BANKINDIA,Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
BANSALWIRE,Bansal Wire Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
BANSWRAS,Banswara Syntex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
BARBEQUE,,,,,,missing
BASF,BASF India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
BASML,Bannari Amman Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
BATA,,,,,,missing
BATAINDIA,Bata India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,nse_official
BAYER,,,,,,missing
BAYERCROP,Bayer Cropscience Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
BBL,Bharat Bijlee Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
BBOX,Black Box Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
BBTC,The Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
BBTCL,B&B Triplewall Containers Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
BCLIND,Bcl Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
BCONCEPTS,Brand Concepts Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
BDL,Bharat Dynamics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
BDSL,,,,,,missing
BEARDSELL,Beardsell Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,nse_official
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
BEL,Bharat Electronics Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
BELLACASA,Bella Casa Fashion & Retail Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
BELRISE,Belrise Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
BEML,BEML Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,nse_official
BEPL,Bhansali Engineering Polymers Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
BERGEPAINT,Berger Paints (I) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,nse_official
BETA,Beta Drugs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BFINVEST,BF Investment Limited,Financial Services,Financial Services,Finance,Holding Company,nse_official
BFUTILITIE,BF Utilities Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,nse_official
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
BHAGERIA,Bhageria Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
BHAGYANGR,Bhagyanagar India Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,nse_official
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
BHARAT,,,,,,missing
BHARAT1,,,,,,missing
BHARATCOAL,Bharat Coking Coal Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,nse_official
BHARATFORG,Bharat Forge Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
BHARATGEAR,Bharat Gears Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
BHARATRAS,Bharat Rasayan Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
BHARATSE,Bharat Seats Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
BHARATWIRE,Bharat Wire Ropes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
BHARTIARTL,Bharti Airtel Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
BHARTIHEXA,Bharti Hexacom Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
BHEL,Bharat Heavy Electricals Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
BHELPSG,,,,,,missing
BHFIN,,,,,,missing
BIGBLOC,Bigbloc Construction Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
BIKAJI,Bikaji Foods International Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
BIL,Bhartiya International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
BIOCON,Biocon Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BIRLACABLE,Birla Cable Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
BIRLACORP,,,,,,missing
BIRLACORPN,Birla Corporation Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
BIRLANU,BirlaNu Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
BIRLASOFT,,,,,,missing
BIRLATELE,,,,,,missing
BLACKBUCK,BLACKBUCK LIMITED,Services,Services,Transport Services,Transport Related Services,nse_official
BLAL,BEML Land Assets Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BLKASHYAP,B. L. Kashyap and Sons Limited,Industrials,Construction,Construction,Civil Construction,nse_official
BLS,BLS International Services Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
BLSE,BLS E-Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
BLUE,,,,,,missing
BLUEBLOOD,,,,,,missing
BLUECOAST,Blue Coast Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
BLUEDART,Blue Dart Express Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
BLUEJET,Blue Jet Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BLUESTAR,,,,,,missing
BLUESTARCO,Blue Star Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
BLUSPRING,Bluspring Enterprises Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
BMWVENTLTD,BMW Ventures Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,nse_official
BODALCHEM,Bodal Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
BOMBAYDY,,,,,,missing
BOMBDYING,,,,,,missing
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
BOROLTD,Borosil Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,nse_official
BORORENEW,BOROSIL RENEWABLES LIMITED,Industrials,Capital Goods,Industrial Products,Glass - Industrial,nse_official
BOROSCI,Borosil Scientific Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial,nse_official
BOROSIL,,,,,,missing
BOSCH,,,,,,missing
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
BOSCHLTD,Bosch Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
BPL,BPL Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
BREMBO,,,,,,missing
BRIGADE,Brigade Enterprises Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
BRIGHOTEL,Brigade Hotel Ventures Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
BRITANNIA,Britannia Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
BRNL,Bharat Road Network Limited,Industrials,Construction,Construction,Civil Construction,nse_official
BROOKS,Brooks Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
BSE,BSE Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,nse_official
BSHSL,Bombay Super Hybrid Seeds Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
BSL,BSL Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
BSNL,,,,,,missing
BSOFT,BIRLASOFT LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
BTML,Bodhi Tree Multimedia Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,nse_official
BUILDPRO,Shankara Buildpro Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
BURNPUR,Burnpur Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
BVCL,Barak Valley Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
BYKE,The Byke Hospitality Ltd,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
CABINDIA,,,,,,missing
CAIRN,Cairn India Limited,ENERGY,OIL & GAS,OIL,OIL EXPLORATION,nse_official
CALSOFT,California Software Company Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
CAMLIN,,,,,,missing
CAMLINFINE,Camlin Fine Sciences Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CAMPUS,Campus Activewear Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,nse_official
CAMS,Computer Age Management Services Limited,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,nse_official
CAMSONBIO,,,,,,missing
CANBK,Canara Bank,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
CANFINHOME,Can Fin Homes Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nse_official
CANHLIFE,Canara HSBC Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance,nse_official
CANTABIL,Cantabil Retail India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
CAPACITE,Capacit'e Infraprojects Limited,Industrials,Construction,Construction,Civil Construction,nse_official
CAPILLARY,Capillary Technologies India Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank,nse_official
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
CARBORUNIV,Carborundum Universal Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
CARERATING,CARE Ratings Limited,Financial Services,Financial Services,Capital Markets,Ratings,nse_official
CARRARO,Carraro India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
CARTRADE,Cartrade Tech Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
CARYSIL,CARYSIL LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
CASTROL,Castrol India Limited,ENERGY,OIL & GAS,PETROLEUM PRODUCTS,LUBRICANTS,nse_official
CASTROLIND,Castrol India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
CCAVENUE,AvenuesAI Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
