symbol,listType,setup,window,height%,depth%,len,ctr,dist%,rating,close,pivot,entry,score,range%,vol%,rexp,shares,sl,T1,T2,T3,avgVol20,avgDollarVol20,rs3m,rs6m,rs12m,rsScore,regimeState,regimeScore,rankingScore,riskR,heatAfterR
CCL.NS,BREAKOUT,VCP,Q4(52),63.4%,67.6%,52,2/2,,A,1087.60,1074.40,1087.60,69.2,67.6%,67.3%,0.00x,1,522.38,1652.82,2218.05,2783.27,456096.8,477539463.28,9.83,20.06,0.0,23.9,UNFAVORABLE,17.09,67.57,,
